SRR8287990,WGS,200,33779011200,SAMN10524912,13993217601,UNIVERSITY OF CALIFORNIA IRVINE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5102697,Illumina HiSeq 4000,BW_1,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,ILLUMINA,2019-10-01T00:00:00Z,Peromyscus maniculatus bairdii,SRP172773,PRJNA508550,Model organism or animal,male,bairdii,liver,Adult,,,,BW Stock,
SRR452569,WGS,463,218268269,SAMN00848614,540068229,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134957,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452570,WGS,481,229943251,SAMN00848614,566730969,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452571,WGS,484,229491161,SAMN00848614,568899158,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452572,WGS,469,232009356,SAMN00848614,563546366,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134974,454 GS FLX Titanium,4WG_PMAN.00_000pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452573,WGS,469,216708248,SAMN00848614,533121869,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134974,454 GS FLX Titanium,4WG_PMAN.00_000pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452574,WGS,482,261642107,SAMN00848614,642390396,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452575,WGS,480,247307564,SAMN00848614,608847189,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452576,WGS,461,312823711,SAMN00848614,773571947,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452577,WGS,464,288448504,SAMN00848614,718500950,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452578,WGS,490,297107670,SAMN00848614,703942267,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452579,WGS,475,261922826,SAMN00848614,641046017,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452580,WGS,461,285863641,SAMN00848614,696887405,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452581,WGS,461,282056175,SAMN00848614,685381029,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452582,WGS,470,264560576,SAMN00848614,638618342,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452583,WGS,484,230867647,SAMN00848614,551694642,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452584,WGS,474,258648937,SAMN00848614,633325860,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452585,WGS,470,259354088,SAMN00848614,640442466,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452586,WGS,449,277174506,SAMN00848614,676364789,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134976,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452587,WGS,467,224498068,SAMN00848614,548554289,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134976,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452588,WGS,442,315422900,SAMN00848614,772632585,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134957,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452589,WGS,458,284014343,SAMN00848614,692670239,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134957,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452590,WGS,453,324737849,SAMN00848614,803063252,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134976,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452591,WGS,474,276451265,SAMN00848614,676215153,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134976,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452592,WGS,469,106197837,SAMN00848614,258147881,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452593,WGS,496,95740993,SAMN00848614,226249366,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452594,WGS,487,91899782,SAMN00848614,221291210,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452595,WGS,455,94534382,SAMN00848614,236962263,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134957,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452596,WGS,470,205582871,SAMN00848614,505857424,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452597,WGS,492,177748843,SAMN00848614,434716733,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452598,WGS,480,217040735,SAMN00848614,533072874,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452599,WGS,457,236636340,SAMN00848614,596623775,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452600,WGS,470,298485890,SAMN00848614,728260581,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452601,WGS,465,285167549,SAMN00848614,698335790,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452602,WGS,485,176609599,SAMN00848614,437984636,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452603,WGS,463,132128707,SAMN00848614,336685364,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452604,WGS,481,115585438,SAMN00848614,284238471,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134976,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452605,WGS,477,116361163,SAMN00848614,287276922,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134976,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452606,WGS,466,296073194,SAMN00848614,715168315,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452607,WGS,459,318280184,SAMN00848614,768010063,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452608,WGS,456,301523717,SAMN00848614,738207621,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134957,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452609,WGS,455,292604529,SAMN00848614,716632321,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134957,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452610,WGS,458,290675910,SAMN00848614,715567765,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134976,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452611,WGS,461,282030816,SAMN00848614,701952885,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134976,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452612,WGS,478,116390897,SAMN00848614,287061620,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452613,WGS,458,118675756,SAMN00848614,300422553,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452614,WGS,452,278718259,SAMN00848614,674043245,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134987,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452615,WGS,460,246126127,SAMN00848614,603929975,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134987,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452616,WGS,455,306942082,SAMN00848614,743322038,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134980,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452617,WGS,457,307679737,SAMN00848614,754326849,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134980,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452618,WGS,469,289100530,SAMN00848614,715899307,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452619,WGS,450,252677225,SAMN00848614,634249516,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452620,WGS,460,303954952,SAMN00848614,748056377,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452621,WGS,465,255992882,SAMN00848614,631702897,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452622,WGS,470,275177477,SAMN00848614,672749482,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134974,454 GS FLX Titanium,4WG_PMAN.00_000pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452623,WGS,470,270597516,SAMN00848614,659179630,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134974,454 GS FLX Titanium,4WG_PMAN.00_000pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452624,WGS,448,277176036,SAMN00848614,687015158,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134957,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452625,WGS,459,289490237,SAMN00848614,715226594,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134957,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452626,WGS,461,341145339,SAMN00848614,832889338,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452627,WGS,470,318289834,SAMN00848614,771599510,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134966,454 GS FLX Titanium,4WG_PMAN.00_000pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452628,WGS,517,125728997,SAMN00848614,305081894,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452629,WGS,495,171452943,SAMN00848614,422620168,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134975,454 GS FLX Titanium,4WG_PMAN.00_000pE,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452630,WGS,465,240359992,SAMN00848614,591435059,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452631,WGS,471,192625594,SAMN00848614,477033735,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452632,WGS,461,243260682,SAMN00848614,594174301,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452633,WGS,462,234988968,SAMN00848614,583105337,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134964,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452634,WGS,430,264707190,SAMN00848614,668802543,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134982,454 GS FLX Titanium,4WG_PMAN.00_000pJ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452635,WGS,428,293133349,SAMN00848614,748483671,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134982,454 GS FLX Titanium,4WG_PMAN.00_000pJ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452636,WGS,433,261339877,SAMN00848614,665917143,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134982,454 GS FLX Titanium,4WG_PMAN.00_000pJ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452637,WGS,352,84166137,SAMN00848614,227785819,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134948,454 GS FLX Titanium,4WG_PMAN.00_000pI,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452638,WGS,357,55840717,SAMN00848614,153036253,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134948,454 GS FLX Titanium,4WG_PMAN.00_000pI,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452639,WGS,356,80942150,SAMN00848614,220008153,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134948,454 GS FLX Titanium,4WG_PMAN.00_000pI,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452640,WGS,366,61593627,SAMN00848614,169051174,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134948,454 GS FLX Titanium,4WG_PMAN.00_000pI,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452641,WGS,387,246900899,SAMN00848614,633237756,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134952,454 GS FLX Titanium,4WG_PMAN.00_000pK,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
